url,registrable,url_length,url_entropy,num_subdomains,is_idn,has_repeated_digits,mixed_script,domain_age_days,is_newly_registered,is_very_new,registrar,country,days_until_expiry,is_self_signed,cert_age_days,has_credential_form,form_count,password_fields,email_fields,has_suspicious_forms,suspicious_form_count,keyword_count,html_size,external_links,iframe_count,js_obfuscated,js_keylogger,js_form_manipulation,js_eval_usage,js_risk_score,redirect_count,had_redirects,a_count,mx_count,ns_count,favicon_md5,favicon_sha256,document_text,doc_has_verdict,doc_verdict,doc_risk_score,doc_form_count,doc_submit_buttons,doc_has_login_keywords,doc_has_verify_keywords,doc_has_password_keywords,doc_has_credential_keywords,doc_length,screenshot_phash,ocr_text,ocr_length,ocr_has_login_keywords,ocr_has_verify_keywords
https://kotakbank.com/,kotakbank.com,22,3.6292,0,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,58288,6,0,1,0,0,0,0,4,1,0,0,0,def00c11b1596db4efee6a9fbe64fc27,95c427fa3143b1896faf42a6406686ce7602cb39052081bb32d12b51c9e047e4,"https://kotakbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: kotakbank.com
URL: https://kotakbank.com/
Registrable Domain: kotakbank.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 22 chars, Entropy: 3.63
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search

   📄 Page Content:
      External Links: 6

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Co",1,benign,0,1,Search,0,0,0,0,595,,,,,
https://bharatpetroleum.in/,bharatpetroleum.in,27,3.9121,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,,,"https://bharatpetroleum.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bharatpetroleum.in
URL: https://bharatpetroleum.in/
Registrable Domain: bharatpetroleum.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.91
      Subdomains: 0, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-14T14:40:30.009370+00:00
   Processing Stage: rules:benign",1,benign,0,0,,0,0,0,0,386,8f0f0f0303e3e3e3,,0.0,0.0,0.0
,yonosbi.sbi,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: yonosbi.sbi
Registrable Domain: yonosbi.sbi

📊 Metadata:
   First Seen: 1760452828441",0,,0,0,,0,0,0,0,93,,,,,
,iciciforexservices.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: iciciforexservices.com
Registrable Domain: iciciforexservices.com

📊 Metadata:
   First Seen: 1760452828442",0,,0,0,,0,0,0,0,115,,,,,
,onlinesbi.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: corp.onlinesbi.com
Registrable Domain: onlinesbi.com

📊 Metadata:
   First Seen: 1760452828442",0,,0,0,,0,0,0,0,102,,,,,
,yesbank.co.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: netbanking.yesbank.co.in
Registrable Domain: yesbank.co.in

📊 Metadata:
   First Seen: 1760452828442",0,,0,0,,0,0,0,0,108,,,,,
,viijayabank.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: viijayabank.com
Registrable Domain: viijayabank.com

📊 Metadata:
   First Seen: 1760452828444",0,,0,0,,0,0,0,0,101,,,,,
,sbilife.co.in,0,0.0,0,0,0,0,8172,0,0,Endurance Digital Domain Technology Private Limited,IN,1689,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbilife.co.in
Registrable Domain: sbilife.co.in

📡 DNS Records:
   A (IPv4): 124.124.101.48, 121.240.9.63
   MX (Mail): mx-sliport02.logix.in, mx-sliport01.logix.in, mx-sliport03.logix.in
   NS (Nameservers): dolly.ns.cloudflare.com, drew.ns.cloudflare.com

📋 WHOIS Information:
   Registrar: Endurance Digital Domain Technology Private Limited
   Domain Age: 8172 days
   Days Until Expiry: 1689

🌍 Network & Location:
   ASN: 18101
   Country: ",1,benign,0,0,,0,0,0,0,608,,,,,
,corpbank.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: corpbank.com
Registrable Domain: corpbank.com

📊 Metadata:
   First Seen: 1760452828445",0,,0,0,,0,0,0,0,95,,,,,
,syndicatebank.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: syndicatebank.in
Registrable Domain: syndicatebank.in

📊 Metadata:
   First Seen: 1760452828445",0,,0,0,,0,0,0,0,103,,,,,
,.nic.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: nic.in
Registrable Domain: .nic.in

📊 Metadata:
   First Seen: 1760452977696",0,,0,0,,0,0,0,0,84,,,,,
,pmo.gov.in,0,0.0,0,0,0,0,434,0,0,National Informatics Centre,,295,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: pmo.gov.in
Registrable Domain: pmo.gov.in

📡 DNS Records:
   MX (Mail): mx.mailcloud.in, mx3.mailcloud.in, mx2.mailcloud.in
   NS (Nameservers): ns10.nic.in, ns1.nic.in, ns7.nic.in, ns2.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 434 days
   Days Until Expiry: 295

📊 Metadata:
   First Seen: 2025-10-14T14:43:01.895365+00:00
   Processing Stage: rules:benign",1,benign,0,0,,0,0,0,0,466,,,,,
,incometax.gov.in,0,0.0,0,0,0,0,8111,0,0,National Informatics Centre,,289,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,,," Domain: incometax.gov.in
Registrable Domain: incometax.gov.in

📊 Metadata:
   First Seen: 1760452966638",0,,0,0,,0,0,0,0,103,,,,,
,vi.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: vi.in
Registrable Domain: vi.in

📊 Metadata:
   First Seen: 1760452828447",0,,0,0,,0,0,0,0,81,,,,,
,passportindia.gov.in,0,0.0,0,0,0,0,6024,0,0,National Informatics Centre,IN,184,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,,," Domain: passportindia.gov.in
Registrable Domain: passportindia.gov.in

📊 Metadata:
   First Seen: 1760452979686",0,,0,0,,0,0,0,0,111,,,,,
,nseindia.com,0,0.0,0,0,0,0,9920,0,0,BigRock Solutions Ltd,IN,2862,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nseindia.com
Registrable Domain: nseindia.com

📡 DNS Records:
   A (IPv4): 23.55.244.169, 23.55.244.163
   NS (Nameservers): asia3.akam.net, ns1-120.akam.net, ns1-205.akam.net, eur2.akam.net, eur5.akam.net, use1.akam.net, use9.akam.net, usw4.akam.net

📋 WHOIS Information:
   Registrar: BigRock Solutions Ltd
   Domain Age: 9920 days
   Days Until Expiry: 2862

🌍 Network & Location:
   ASN: 20940
   Country: IN, Mumbai

📊 Metadata:
   First See",1,benign,0,0,,0,0,0,0,580,,,,,
,coalindia.in,0,0.0,0,0,0,0,6632,0,0,Gandi SAS,,307,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,," Domain: coalindia.in
Registrable Domain: coalindia.in

📊 Metadata:
   First Seen: 1760452931940",0,,0,0,,0,0,0,0,95,,,,,
,isro.gov.in,0,0.0,0,0,0,0,7547,0,0,National Informatics Centre,,122,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,,," Domain: isro.gov.in
Registrable Domain: isro.gov.in

📊 Metadata:
   First Seen: 1760452959960",0,,0,0,,0,0,0,0,93,,,,,
https://rbi.org.in/,rbi.org.in,19,3.5766,1,0,0,0,8264,0,0,Sify Digital Services Limited,US,136,0,999,0,1,0,0,0,0,1,199049,365,0,1,1,1,0,35,61,1,2,2,6,7bc1ff0d792e15a4d848badbce1651df,85ad5f29fe93b57944ad8e72f5f915da1969287e431ae5154d0564fa203a83c0,"https://rbi.org.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: rbi.org.in
URL: https://rbi.org.in/
Registrable Domain: rbi.org.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.58
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 365

   🚩 Phishing Keywords Detected: account

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated",1,benign,0,1,,0,0,0,0,701,fa6a62b5859dc8c8,,0.0,0.0,0.0
,upi.org.in,0,0.0,0,0,0,0,489,0,0,HIOX SOFTWARES PRIVATE LIMITED,,240,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: upi.org.in
Registrable Domain: upi.org.in

📡 DNS Records:

📋 WHOIS Information:
   Registrar: HIOX SOFTWARES PRIVATE LIMITED
   Domain Age: 489 days
   Days Until Expiry: 240

📊 Metadata:
   First Seen: 2025-10-14T14:43:21.500509+00:00
   Processing Stage: rules:benign",1,benign,0,0,,0,0,0,0,334,,,,,
,npci.org.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: imps.npci.org.in
Registrable Domain: npci.org.in

📊 Metadata:
   First Seen: 1760452959057",0,,0,0,,0,0,0,0,98,,,,,
,paytmbank.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,," Domain: paytmbank.com
Registrable Domain: paytmbank.com

📊 Metadata:
   First Seen: 1760452828452",0,,0,0,,0,0,0,0,97,,,,,
